loan_id,customer_id,loan_status,application_time,current_loan_amount,term,tax_liens,purpose,no_of_properties,home_ownership,annual_income,years_in_current_job,months_since_last_delinquent,no_of_cars,no_of_children,credit_score,monthly_debt,years_of_credit_history,no_of_open_accounts,no_of_credit_problems,current_credit_balance,max_open_credit,bankruptcies,month_since_last_delinquent
09f2602b-06d5-49da-8e5b-48280ea3d511,0e142134-5404-4369-aeec-f8835a3a3113,loan given,2015-05-06 11:36:00,99999999.0,short term,0.0,other,0.0,home mortgage,89127.0,3 years,,1.0,0.0,743.0,606.81,11.0,15.0,0.0,35892.0,104338,0.0,
6d6ed6df-8951-4d84-8da4-b664cf680a24,a8f37e4f-d335-4ce8-8925-2938169145eb,loan given,2015-08-21 12:40:00,6098.0,short term,0.0,debt consolidation,4.0,own home,108292.0,10+ years,4.0,2.0,1.0,740.0,828.43,26.0,13.0,0.0,5368.0,12283,0.0,
3405db11-e709-46b4-bd68-33c2d65c8891,baf80aed-8804-4905-b89f-1f2e77565e5b,loan given,2015-07-01 10:21:00,23993.0,short term,0.0,debt consolidation,1.0,home mortgage,51984.0,8 years,,0.0,3.0,740.0,519.84,11.0,7.0,0.0,23144.0,28608,0.0,
1cff1a99-f398-4025-8c85-c8e33d4bb60c,8fbbe6eb-0ed6-4044-97e2-3dd9805d8f90,loan given,2015-07-26 14:50:00,8144.0,short term,0.0,debt consolidation,0.0,,,,,,,,,,,,,,,
9842881b-c66b-4f02-853f-609f5083b4bc,58cfa149-f21b-4651-b2c9-f50f878b395c,loan given,2015-01-11 13:25:00,9976.0,long term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,,
b8de48d6-f9ab-43f3-b8ff-a07222c540f0,b4f2b4bf-7bfd-4dde-b420-f00e616b9fa0,loan given,2015-06-06 10:04:00,20910.0,long term,0.0,home improvements,2.0,,,,,,,,,,,,,,,
f6d649c4-251d-41c3-9c02-621efbed8f90,5ea6e028-95be-44e1-a573-1bb27caff7c0,loan given,2015-11-26 13:31:00,22996.0,long term,0.0,debt consolidation,0.0,,,,,,,,,,,,,,,
5586a59d-503b-4ebf-ab5d-c2aabead9737,4cebb95e-35c8-43e7-b520-56ea903106a9,loan refused,2015-11-15 12:40:00,21657.0,short term,0.0,debt consolidation,0.0,home mortgage,,4 years,26.0,5.0,2.0,,1794.77,11.0,14.0,1.0,11646.0,18815,1.0,
9a3e835c-bdcd-48f2-9ab8-9949c57f1721,aa12c626-b094-4c04-9c8d-2d5400bdbc05,loan given,2015-03-05 11:50:00,99999999.0,long term,0.0,other,0.0,home mortgage,150090.0,8 years,,2.0,3.0,733.0,879.28,17.0,15.0,0.0,75907.0,872489,0.0,
75010d2f-538c-4919-b384-0f2b37885b48,6ddd5950-2983-42e0-9dae-c7ec16de43af,loan refused,2015-02-23 10:31:00,6847.0,short term,0.0,medical bills,3.0,rent,20302.0,,32.0,4.0,1.0,731.0,274.07,29.0,5.0,0.0,7672.0,13898,0.0,
5d893252-fd21-4b52-b17c-943cb9453f08,7be7fa08-c93d-4079-b403-5fd5f15d3a51,loan given,2015-12-18 11:22:00,8986.0,short term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
94ca950d-d2d6-4bc2-87ee-d6516e7cf553,7b60e5a4-1a72-4238-bc3a-c183f134f7e3,loan given,2015-09-09 11:05:00,18489.0,long term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
cbfb958f-5135-4bcf-addf-a5b6979d1d6a,02d0712d-1c59-4709-8ebf-f0d41164fd89,loan given,2015-01-15 10:47:00,14717.0,short term,0.0,debt consolidation,2.0,own home,49055.0,4 years,51.0,2.0,1.0,740.0,264.9,26.0,13.0,0.0,9194.0,40681,0.0,
490ad68b-b62e-4e7b-87c0-e430ff106c4d,58ea3f56-b0c3-40fa-8e57-fd3a62c90130,loan given,2015-07-23 12:36:00,10250.0,long term,0.0,home improvements,0.0,,,,,,,,,,,,,,,
5cb42f82-fe79-4373-9962-5a0b93711d07,75c291f7-61fd-4a35-b745-eb36b6b5fe4c,loan given,2015-06-25 11:48:00,14265.0,long term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,,
3d4bdff7-65fa-448c-8481-d224443ac086,b7a5575e-7b57-48d8-8403-a8908aeba557,loan given,2015-08-15 12:42:00,9773.0,short term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,,
8cfed2a2-3622-459c-a6e3-dbcfcda96079,a7ab4726-05ae-44b9-b89d-6f929cf63fba,loan given,2015-02-05 14:13:00,10184.0,short term,0.0,debt consolidation,4.0,rent,73325.0,10+ years,,5.0,3.0,729.0,1148.76,9.0,26.0,0.0,14929.0,27493,0.0,
6f3b1c7c-dfb5-4e7b-a1d4-44f4dc106390,f771392c-7575-4c98-8e75-813aae320536,loan given,2015-11-19 11:40:00,19834.0,short term,0.0,debt consolidation,4.0,home mortgage,,10+ years,32.0,5.0,1.0,,1383.84,13.0,13.0,0.0,10426.0,24190,0.0,
0f93124e-f44d-48ba-a6f3-fc6a2bf6b801,d2d7893c-27c4-4cc7-8e40-69e4e83eb358,loan given,2015-11-29 12:01:00,15968.0,short term,0.0,debt consolidation,0.0,home mortgage,,4 years,,0.0,0.0,,2375.24,12.0,22.0,0.0,7856.0,13545,0.0,
79515501-dcc9-4069-aba1-50e997250e67,c5217fa2-2fb1-4ac1-b65c-f0e4b55abc42,loan given,2015-01-08 13:56:00,99999999.0,short term,0.0,debt consolidation,0.0,home mortgage,65201.0,1 year,17.0,5.0,1.0,748.0,1249.69,18.0,10.0,0.0,1059.0,5141,0.0,
49d23df2-bf77-49ad-9b05-727d624bb8a9,7caffeb2-f3ea-4a03-9d7a-5c5288b5b9c3,loan given,2015-12-07 12:10:00,8913.0,short term,0.0,debt consolidation,0.0,rent,29709.0,< 1 year,,1.0,3.0,738.0,234.7,17.0,3.0,0.0,4065.0,7033,0.0,
58511677-9a1e-4b99-8c9a-228de30ad918,4933677f-3ece-4d20-b4bc-20b79e02e1b3,loan refused,2015-08-10 13:04:00,9509.0,short term,0.0,other,1.0,rent,28126.0,1 year,26.0,5.0,1.0,6960.0,583.61,17.0,12.0,0.0,5755.0,12193,0.0,
95777fc1-8457-4aa0-95c4-01f3c2e150c1,bcb6a342-c35c-4452-868c-27eff06c790d,loan refused,2015-04-05 10:46:00,2951.0,short term,0.0,debt consolidation,2.0,rent,29511.0,10+ years,,5.0,2.0,736.0,378.72,15.0,11.0,0.0,9372.0,9886,0.0,
61fb9452-c704-4e24-93c7-f79753d51b6f,1d345573-a961-4ab9-a81b-d3e322cb3ef0,loan given,2015-07-18 12:41:00,99999999.0,short term,0.0,other,4.0,rent,52799.0,1 year,43.0,3.0,1.0,747.0,677.59,14.0,11.0,0.0,2869.0,10471,0.0,
a32d26f2-2c41-493b-b1bc-ab2beb27e554,a06149a9-1030-41f2-9dce-d9234ab2fddb,loan given,2015-09-29 12:49:00,6130.0,short term,0.0,debt consolidation,1.0,rent,53419.0,7 years,,5.0,1.0,732.0,1299.86,10.0,4.0,0.0,3232.0,5897,0.0,
df981508-2f29-42f2-b23c-669a777b9010,f67c375f-dfc3-4d9f-968f-8472143f5886,loan given,2015-01-25 10:41:00,10594.0,short term,0.0,debt consolidation,1.0,rent,,1 year,,0.0,0.0,,891.6,14.0,18.0,0.0,8610.0,10914,0.0,
23028ab0-bb14-4d36-b7cc-9112bd10ad54,4e58fd55-d037-4e1c-845f-6eb81f3b79fe,loan given,2015-12-05 10:54:00,30304.0,long term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
45a25a0c-8834-4d7b-9aeb-4425445ba049,3bd9aa85-e6a3-4f7b-83a7-8f47337b8646,loan given,2015-07-27 14:54:00,21038.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
d2b2850d-2a4b-475e-addf-af074cfc456e,59d3bc3f-9409-4911-b987-cb2ae9b89ccc,loan given,2015-01-26 12:31:00,18715.0,long term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
0cd67cdf-d9f1-4b57-b624-6dd10258ae67,1332d91e-da93-43bf-aaf8-c3ef3e206dfe,loan given,2015-08-29 12:18:00,7456.0,short term,0.0,other,0.0,own home,78111.0,1 year,,3.0,0.0,729.0,689.99,8.0,12.0,0.0,4044.0,20632,0.0,
83ae9919-0599-470f-b3d6-d90aa17b010e,7152b54d-5f22-40b1-829b-538572f83935,loan given,2015-06-15 14:21:00,19714.0,short term,0.0,home improvements,1.0,own home,59142.0,7 years,46.0,1.0,1.0,737.0,39.43,22.0,10.0,1.0,88.0,12532,1.0,
1b787bd2-4d33-4de4-9cc3-7a1b048ae9ca,5ff2a3ea-1c78-4230-b03f-23281c093930,loan given,2015-09-27 11:53:00,9887.0,short term,0.0,debt consolidation,0.0,home mortgage,,8 years,36.0,1.0,2.0,,850.11,40.0,13.0,0.0,21473.0,51004,0.0,
ba1ec93d-5ce5-4672-aaa6-c8831f95f50b,42a99c78-4411-4145-ab33-6d063f33092c,loan given,2015-07-20 10:19:00,16623.0,short term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
c63956ae-3b62-4c58-9eae-1db4ca7b4fc7,98c45877-a322-4cd4-afbc-550cbb0c0ff6,loan given,2015-09-15 14:56:00,99999999.0,long term,0.0,debt consolidation,3.0,home mortgage,108075.0,10+ years,,4.0,1.0,727.0,1450,19.0,24.0,0.0,17002.0,52314,0.0,
6fb07448-334b-492b-a072-44e874140a64,633a4b3d-ad5c-463b-92f6-ce8fbb1a5475,loan given,2015-02-05 12:18:00,8548.0,short term,0.0,debt consolidation,3.0,home mortgage,,10+ years,4.0,2.0,2.0,,718.0,25.0,12.0,0.0,11302.0,21125,0.0,
63682171-2914-4409-a9d7-aeaf234c137c,9b36a6de-5d47-4046-a9f0-1d21c84c147e,loan given,2015-03-29 10:44:00,11761.0,short term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,,
dd5e2e77-b851-4865-8a1d-1c44d1b87103,2765a7ce-cdd5-436e-8db3-4ed4a2f11fb1,loan refused,2015-06-23 10:25:00,20444.0,long term,0.0,debt consolidation,2.0,home mortgage,66443.0,5 years,47.0,0.0,2.0,678.0,227.01,14.0,3.0,0.0,8658.0,11861,0.0,
8eaf3ee3-7c55-4409-9285-e1f8ba919e42,61b10847-383c-4827-8a07-b2bd46d4c416,loan given,2015-12-26 14:45:00,7852.0,short term,0.0,business loan,2.0,,,,,,,,,,,,,,,
c72de042-244d-4fa8-adec-4ab192a97da9,6e0e308b-05cd-4d7b-ac73-0acae2af7516,loan refused,2015-08-27 10:02:00,29504.0,long term,0.0,debt consolidation,2.0,rent,60834.0,10+ years,,1.0,2.0,652.0,1541.13,23.0,19.0,0.0,22348.0,30698,0.0,
8c76e915-66a9-4337-955c-cc884394d64c,4acf7412-2488-4ccf-abf7-1834e767fbcc,loan given,2015-10-16 10:49:00,3971.0,short term,0.0,other,4.0,rent,,5 years,,2.0,2.0,,766.19,16.0,5.0,0.0,19513.0,30067,0.0,
02d1b6d5-6fb1-496a-9c38-21d32e75cdd6,b450e067-4c48-4704-96c1-722cf3635d3f,loan refused,2015-03-06 14:33:00,20675.0,long term,0.0,debt consolidation,2.0,own home,57722.0,10+ years,,4.0,1.0,717.0,433.88,17.0,9.0,0.0,20752.0,27559,0.0,
99f5d10c-5b60-4513-9564-9d6fa9c457de,0ca9da37-1869-4691-a84c-6f02482fd5ea,loan given,2015-09-23 10:24:00,28860.0,long term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
aa4bcadd-7dce-4232-b6e3-f041dd71d161,19b9db59-3f7b-4bd1-9265-d68867e6ca8a,loan given,2015-09-16 13:31:00,19556.0,long term,0.0,debt consolidation,3.0,rent,112629.0,9 years,43.0,1.0,1.0,624.0,1689.44,14.0,10.0,0.0,4556.0,7267,0.0,
682c35fe-0618-410d-be0a-b44ff51fc2d1,75f87650-361d-46d5-9446-8834d8f99613,loan given,2015-02-20 11:57:00,10031.0,short term,0.0,debt consolidation,1.0,home mortgage,67910.0,10+ years,29.0,2.0,0.0,736.0,1477.04,18.0,16.0,1.0,5647.0,23051,1.0,
4c7e00b4-ab3b-467f-9307-c3a3a5f8985c,b6a5cec3-f088-4e79-b351-6741f55c6557,loan given,2015-08-08 14:00:00,17091.0,short term,0.0,debt consolidation,1.0,rent,,10+ years,49.0,4.0,2.0,,653.83,11.0,6.0,0.0,7464.0,12502,0.0,
5e17a1ca-4c4c-42f5-9429-2b862c195fbd,c82abcbd-4fdf-4d87-91ca-9170cc7e9a31,loan refused,2015-07-24 11:30:00,20597.0,short term,0.0,other,3.0,home mortgage,67049.0,10+ years,,5.0,0.0,742.0,731.96,21.0,12.0,0.0,10090.0,39414,0.0,
14b0ecc5-58d7-4c77-9728-526663253c63,ceca6900-9a5e-4936-b7f0-b7577fe9ac5d,loan refused,2015-09-12 10:26:00,9866.0,short term,0.0,debt consolidation,0.0,rent,,4 years,,5.0,3.0,,226.92,7.0,4.0,0.0,3243.0,6900,0.0,
72223304-4a55-446c-98f3-d35f033a20bb,2316d304-d0be-4347-b192-9f30d75cc3fe,loan given,2015-10-11 11:42:00,6454.0,short term,0.0,other,4.0,home mortgage,,10+ years,49.0,5.0,3.0,,618.26,18.0,14.0,0.0,551.0,12805,0.0,
1f4708ab-eec8-4b3c-ac8e-367f5e76660f,9c779ce4-57b8-4e4a-8c6e-9601cbd593ed,loan given,2015-04-05 11:26:00,18338.0,short term,0.0,debt consolidation,0.0,rent,45846.0,,,0.0,2.0,732.0,783.2,19.0,6.0,0.0,22807.0,43442,0.0,
384977a9-df66-4da2-9159-1bf124aefece,601ec561-42a4-464c-ba12-205a34e0b71d,loan refused,2015-03-11 10:05:00,17867.0,long term,0.0,debt consolidation,0.0,rent,,7 years,79.0,4.0,2.0,,319.6,13.0,4.0,0.0,5014.0,4964,0.0,
f0f3e802-5215-41c0-88c2-b642c60d154a,d050ec60-5e76-4240-b9cb-fa221dd9e130,loan given,2015-07-05 11:06:00,10213.0,short term,0.0,other,0.0,rent,54129.0,7 years,,2.0,2.0,728.0,226.89,10.0,9.0,0.0,8918.0,14913,0.0,
509b2c9b-eddb-4a12-8764-fa2c6bc80148,fa741ec9-1e09-4ad5-b516-5999a891e288,loan given,2015-05-17 10:36:00,27852.0,long term,0.0,debt consolidation,0.0,own home,79576.0,10+ years,36.0,2.0,3.0,735.0,1531.84,18.0,18.0,0.0,22923.0,50269,0.0,
7a242dc2-5dd6-453d-9027-01e565794922,9b16c6e5-5b5a-4e2e-9666-b913a9252be7,loan refused,2015-08-19 11:48:00,30210.0,short term,0.0,debt consolidation,4.0,rent,100700.0,10+ years,74.0,5.0,1.0,728.0,1535.68,16.0,7.0,0.0,27678.0,30316,0.0,
af767505-03c8-45cc-b1f5-9c43fc64fb01,4e5f7c73-04ab-42b3-9e24-033ed0e83600,loan given,2015-10-09 12:20:00,7882.0,short term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
662b1006-6e27-4cf2-bb21-900eb45c361b,1e60ba06-f4f1-41f9-ba82-03e04a117e8e,loan refused,2015-10-24 13:32:00,3295.0,short term,0.0,debt consolidation,2.0,rent,88201.0,8 years,,0.0,0.0,689.0,1220.11,17.0,9.0,1.0,2987.0,3345,0.0,
fd5d57f0-5582-47c2-a7fe-3715cd0d5881,7f4ed533-0bef-4b06-8ba9-6003ec96ff7b,loan refused,2015-12-17 10:35:00,16867.0,short term,0.0,debt consolidation,2.0,own home,42415.0,,,3.0,0.0,689.0,636.23,44.0,6.0,0.0,18543.0,18543,0.0,
56fe0a1c-a7b7-41ed-b7cf-6937097abf57,f0c08cce-056f-4133-8af7-51f93234269b,loan refused,2015-07-08 14:37:00,30427.0,long term,0.0,debt consolidation,1.0,rent,63440.0,6 years,23.0,1.0,2.0,726.0,856.44,24.0,16.0,0.0,6850.0,50737,0.0,
930681c8-4adf-4757-a5dd-215febcaf4f0,917b7aa2-1159-4ce2-bf51-a1ccf5e5fb9e,loan given,2015-06-23 12:00:00,35291.0,long term,0.0,debt consolidation,0.0,,,,,,,,,,,,,,,
af646c26-1976-40c0-b164-f10e52ee0fcf,069a5b8a-e8f3-4713-911d-94aec2254b41,loan given,2015-12-07 13:10:00,99999999.0,short term,0.0,debt consolidation,1.0,rent,59207.0,8 years,,4.0,3.0,732.0,365.11,18.0,11.0,1.0,10126.0,17428,1.0,
27600b41-7a01-4ea9-ab31-480b0642f905,686f6473-059c-4b59-b158-b06bbd277d43,loan refused,2015-09-15 13:29:00,18063.0,long term,0.0,other,2.0,own home,50175.0,10+ years,,0.0,1.0,629.0,735.9,19.0,12.0,0.0,16098.0,27708,0.0,
c8dc6bb4-ee31-42da-ac41-26e60caa09ff,ede7a246-cf2b-4e74-b61d-93006310c69d,loan given,2015-05-27 13:05:00,4061.0,short term,1.0,debt consolidation,1.0,,,,,,,,,,,,,,,
ef006682-b744-457b-a879-8bcb38ddff20,ca4fbe86-9db4-49cb-9b62-e6f5c5d562ee,loan given,2015-04-07 12:10:00,99999999.0,short term,0.0,debt consolidation,2.0,home mortgage,75068.0,8 years,,2.0,0.0,748.0,975.88,24.0,11.0,0.0,10978.0,22542,0.0,
6ac7b0d9-c732-4130-858a-d567e4fd8b6c,78d3d905-a279-4e87-b8fd-1b39cc6ed3d6,loan refused,2015-11-12 14:22:00,10138.0,short term,0.0,home improvements,3.0,own home,71680.0,10+ years,,3.0,3.0,725.0,1409.71,15.0,10.0,1.0,14267.0,17506,1.0,
87c8e77c-1347-460f-90e6-8057ec455388,4cbdfecf-f1b4-4e38-bed5-7c11c5379146,loan given,2015-02-02 10:23:00,35077.0,long term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
eae228f8-c1a1-4c9a-a345-a93fce06a163,79a8f6fa-8039-43e3-89cb-3e1d288e8eb4,loan given,2015-02-01 13:04:00,4746.0,short term,0.0,debt consolidation,4.0,rent,,7 years,,0.0,2.0,,801.78,13.0,14.0,0.0,2840.0,25822,0.0,
982d32fb-9f09-4c1e-bd1d-6d6775e385a1,82d45750-0226-46c4-8536-eeef2185ace6,loan given,2015-11-09 13:40:00,5767.0,short term,0.0,debt consolidation,3.0,rent,16147.0,< 1 year,,2.0,0.0,685.0,139.93,26.0,7.0,1.0,4067.0,10933,1.0,
052b4dca-5f63-49d2-8ee3-9c00d1bf30e0,7376948b-90f5-497c-bfc1-6c00cd5743aa,loan given,2015-03-31 13:08:00,7292.0,short term,0.0,debt consolidation,4.0,home mortgage,67858.0,3 years,,3.0,0.0,734.0,1227.09,22.0,8.0,0.0,14287.0,16198,0.0,
9922fa00-7c42-4823-ab98-4f15bdde22e6,dd45a1d7-fa4e-4e6c-8cd9-7a83a864bbf5,loan given,2015-12-03 14:01:00,6544.0,short term,0.0,debt consolidation,4.0,rent,,2 years,,1.0,0.0,,623.49,10.0,12.0,0.0,4077.0,4937,0.0,
434e576b-1e5d-4234-ac1c-06a8b2421499,045e427a-c6a5-4b94-830d-61f119269957,loan refused,2015-01-25 14:27:00,5077.0,short term,0.0,debt consolidation,4.0,rent,54005.0,1 year,,4.0,0.0,722.0,250.67,10.0,5.0,0.0,3067.0,6196,0.0,
2bb409f8-1f0e-469a-9d19-1906f6c1679d,0c82e202-15f0-4e96-a880-f3a5460e84b8,loan given,2015-06-25 10:14:00,3678.0,short term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
ff6d6474-b7cb-4fee-a978-ebccf5d4378c,4b596706-95dd-489e-bc2d-e91bd7523684,loan given,2015-03-23 13:14:00,27908.0,long term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,,
00bdfe16-6f6d-4f5b-816f-4a64f1485b8c,10f6a953-43a8-4f8a-a254-9796b2229cca,loan given,2015-08-26 14:54:00,19620.0,long term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,,
29c3e3c0-fc6a-4c8e-9723-c59f25fb57c0,89417e6c-cf6d-4855-b717-cd0a184003ad,loan refused,2015-04-21 10:49:00,5670.0,short term,0.0,debt consolidation,1.0,rent,50855.0,10+ years,,4.0,3.0,693.0,1301.04,7.0,16.0,0.0,10968.0,17691,0.0,
b1a0934b-b1a8-4ec3-8b94-0157809b0985,2f9446c5-47b0-450f-99c3-63343dda1c41,loan given,2015-03-22 14:04:00,18311.0,short term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
5d16f9b3-c749-4528-b9a7-3aff55569878,4287473b-57b4-44f6-bdc2-8bb70a8c5b85,loan given,2015-10-27 13:57:00,19186.0,short term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
c0a4c367-1da5-49e2-918f-655e53e6f9de,55897f57-9596-4d0d-9d93-9821f3de5766,loan given,2015-01-08 10:25:00,9802.0,short term,1.0,debt consolidation,1.0,rent,,6 years,57.0,3.0,3.0,,847.33,10.0,9.0,1.0,9918.0,19221,0.0,
7468bd16-eeeb-4908-aff8-cd8009ffd27c,dda547fd-01fa-4c6b-818b-1cb81d70667b,loan given,2015-10-06 10:09:00,99999999.0,long term,0.0,home improvements,2.0,home mortgage,139511.0,6 years,,2.0,0.0,742.0,2429.82,25.0,13.0,0.0,31441.0,144891,0.0,
f09169e1-b5ec-44c6-89da-63a2fb848cf0,6bf19425-9458-49e1-a3a2-cf7b5ecad85a,loan given,2015-01-29 10:35:00,1179.0,short term,0.0,other,4.0,,,,,,,,,,,,,,,
de6697bb-8380-41ee-bb74-45f8761a99e7,b17792c8-7ac3-4af5-93d9-4461271652a2,loan given,2015-03-16 14:15:00,15165.0,short term,0.0,debt consolidation,1.0,home mortgage,121320.0,8 years,,2.0,3.0,748.0,1253.64,28.0,15.0,0.0,27819.0,52193,0.0,
ed046fea-21f5-45a8-be90-93aa67b25a68,b3891d2c-4bd5-4f50-bc82-03909d8c0c12,loan given,2015-05-03 11:34:00,13187.0,short term,0.0,debt consolidation,2.0,home mortgage,65936.0,2 years,33.0,3.0,2.0,745.0,1274.77,23.0,12.0,0.0,10146.0,25429,0.0,
36049162-f80b-4b58-a760-d5029d022853,cfef0925-c692-40d8-8be3-1a1919b023f5,loan given,2015-12-21 13:01:00,18356.0,short term,0.0,debt consolidation,0.0,home mortgage,67307.0,< 1 year,,1.0,3.0,736.0,903.03,15.0,11.0,0.0,20926.0,35408,0.0,
9f8c2a0d-1650-4c22-a800-be2bc03963c8,f1e4a224-f4cb-40df-ab41-889738559ffd,loan given,2015-12-17 13:04:00,4084.0,short term,0.0,debt consolidation,4.0,home mortgage,,6 years,,1.0,3.0,,945.18,33.0,18.0,1.0,14354.0,48989,1.0,
a965c55b-5981-4cd4-b09a-3d3daef0d62e,fb8f9d25-bcc9-472a-affc-b94d1c271879,loan given,2015-01-12 11:35:00,99999999.0,short term,0.0,other,3.0,,,,,,,,,,,,,,,
8fad4f40-d15d-4a8d-8bf5-ea2e07d6876a,18bb34c4-6d5d-472a-ac51-b1a5dedfcd8b,loan given,2015-05-20 11:17:00,9551.0,short term,0.0,debt consolidation,0.0,home mortgage,39211.0,8 years,65.0,5.0,1.0,742.0,292.45,12.0,7.0,0.0,8292.0,24244,0.0,
e8539dbd-ca49-4810-933b-c5c3055ca9dc,2b7b0583-e0b0-4261-8bac-1f687610dadb,loan refused,2015-10-24 10:41:00,3553.0,short term,0.0,debt consolidation,3.0,own home,37502.0,10+ years,60.0,1.0,0.0,739.0,684.42,21.0,12.0,1.0,6967.0,13021,1.0,
fc5d8a9d-0909-44a2-9983-2629ff2d8fc5,1ef81d75-f5c1-42e8-bf79-81d2ad445e0c,loan refused,2015-05-21 11:33:00,15144.0,short term,0.0,debt consolidation,0.0,home mortgage,92883.0,8 years,33.0,2.0,3.0,730.0,1416.47,19.0,11.0,1.0,15453.0,25627,0.0,
3d8a3d21-1060-49a8-9c5a-9e90c3e4520a,70d661e3-9923-402b-bbbe-b328c207fdbe,loan given,2015-10-25 14:48:00,12036.0,short term,0.0,debt consolidation,0.0,home mortgage,46138.0,7 years,47.0,3.0,0.0,737.0,907.38,12.0,9.0,0.0,14247.0,17943,0.0,
e377a63a-4df3-4f0d-b23b-cba3265377d5,a709c83b-933d-458c-bbb5-ec1ae8452df1,loan refused,2015-01-15 13:14:00,20479.0,long term,0.0,debt consolidation,0.0,rent,45792.0,8 years,65.0,5.0,1.0,716.0,637.27,17.0,9.0,0.0,16538.0,21875,0.0,
6f9e5ef8-4221-4fde-b045-968ada019892,1dd8f4de-5a81-48d3-9417-e99b956e6fbb,loan refused,2015-10-28 11:05:00,12086.0,short term,0.0,debt consolidation,1.0,rent,42302.0,1 year,,1.0,2.0,732.0,694.46,11.0,5.0,0.0,11751.0,13600,0.0,
d6448352-eb72-4c59-91b4-b38581e980bc,b221d2ef-4607-48e6-a1c4-bafd0df5505a,loan given,2015-12-06 10:43:00,12618.0,short term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,,
51a29289-0477-4483-b285-60b8b11bc7a4,82e13f98-cc93-45a3-9ac6-628f17f35d09,loan given,2015-07-27 12:20:00,13702.0,short term,0.0,debt consolidation,0.0,home mortgage,68509.0,6 years,,1.0,2.0,743.0,873.49,21.0,12.0,0.0,13072.0,31498,0.0,
7aeba2e8-5273-4958-abae-11359e06717f,a9f275ed-594b-4404-bafd-834938fbb777,loan refused,2015-05-22 12:24:00,2794.0,short term,0.0,other,3.0,own home,34424.0,10+ years,,2.0,3.0,7110.0,711.43,8.0,27.0,0.0,4976.0,10281,0.0,
5344721f-aee6-421a-8cd6-5059001c69eb,a765b0f6-960e-4160-b163-ef7f12cc8b25,loan given,2015-09-23 10:25:00,7173.0,short term,0.0,take a trip,4.0,rent,,10+ years,,1.0,0.0,,693.38,38.0,17.0,0.0,17169.0,30824,0.0,
2ab2133a-65e1-4e6c-8b31-a18da1a027d4,ae564a0d-5200-4b7e-b483-376808cd7b9f,loan refused,2015-04-07 13:28:00,9416.0,short term,0.0,debt consolidation,0.0,rent,47078.0,6 years,,0.0,2.0,739.0,600.25,7.0,4.0,0.0,5310.0,6277,0.0,
e4692ca3-19ec-47c2-bad2-05ec88a2adc6,b1a82165-60b6-4f3e-b577-22e4495835bd,loan given,2015-05-30 10:57:00,8820.0,short term,0.0,debt consolidation,3.0,home mortgage,65218.0,4 years,,5.0,0.0,740.0,1538.05,12.0,16.0,0.0,15585.0,34865,0.0,
78d9f063-1207-4f7c-af1d-40adb7108ad5,8577057c-980f-4e76-9697-af1f9871d012,loan given,2015-08-31 14:47:00,99999999.0,short term,0.0,debt consolidation,0.0,home mortgage,56625.0,2 years,20.0,2.0,3.0,733.0,1340.14,13.0,6.0,0.0,7157.0,8782,0.0,
815c638c-02ff-41f5-8e93-dd466504bcba,7aaca22a-7b80-4cec-80ad-6c90ab835f5b,loan refused,2015-05-27 11:10:00,9860.0,short term,0.0,other,2.0,home mortgage,,10+ years,,0.0,0.0,,634.04,21.0,9.0,0.0,9851.0,65240,0.0,
3c90c049-57b9-4dc8-ab52-38f4e41ed53a,2ec7e6fd-b3f9-4b54-9972-58f7d07d1270,loan given,2015-12-25 12:47:00,11935.0,short term,0.0,other,3.0,,,,,,,,,,,,,,,
073ffea5-e5cc-4cb6-ac35-e8f60f3462a1,5f425155-0fb5-408a-8005-06e7cba29e83,loan given,2015-07-09 11:39:00,19932.0,short term,0.0,debt consolidation,1.0,home mortgage,61789.0,9 years,,3.0,0.0,745.0,916.54,15.0,13.0,0.0,19256.0,40033,0.0,
e6fba3ba-472d-4a49-81bc-af67706ffb52,0587c078-ee2e-44eb-a74b-7911a6e01c97,loan refused,2015-02-07 12:30:00,13651.0,long term,0.0,debt consolidation,2.0,rent,46805.0,7 years,,1.0,1.0,700.0,811.28,15.0,10.0,0.0,7680.0,8000,0.0,
